id,用户名,等级,省籍,文化,文化组,关系数目,演讲数目,邀请人数
4224,Ashes,15级,罗马,罗马,拉丁,几十,几个,极少
4225,sadaf,3级,京兆郡,关中,华夏,4,1,0
4226,nigrify,19级,河南郡,中原,华夏,几百,几百,几个
4227,观海云远,12级,蜀郡,巴蜀,华夏,几十,几十,几个
4228,lsforcivitas,12级,阿提卡,爱奥尼亚,希腊,几十,几十,极少
4229,小鑫,17级,京兆郡,关中,华夏,23,14,0
4230,懒人月亮,14级,京兆郡,关中,华夏,119,75,3
4231,朱可夫,3级,河南郡,中原,华夏,几十,极少,极少
4232,cindevol,1级,河南郡,中原,华夏,极少,极少,极少
4233,木文,3级,阿提卡,爱奥尼亚,希腊,几十,几个,极少
4234,ValHala,4级,河南郡,中原,华夏,几个,几个,极少
4235,Guan12,5级,河南郡,中原,华夏,几十,几个,几个
4236,带狗逛街,2级,京兆郡,关中,华夏,1,0,0
4237,sdf,7级,京兆郡,关中,华夏,22,3,0
4238,新人,6级,京兆郡,关中,华夏,53,21,0
4239,不见长安,18级,河南郡,中原,华夏,几百,几十,几个
4240,程靖,1级,京兆郡,关中,华夏,0,0,0
4241,Koo,1级,罗马,罗马,拉丁,几个,极少,极少
4242,星见,3级,阿提卡,爱奥尼亚,希腊,几十,几个,极少
4243,路人A,1级,河南郡,中原,华夏,极少,极少,极少
4244,柳小寒,24级,京兆郡,关中,华夏,237,178,6
4245,heat,9级,京兆郡,关中,华夏,25,17,0
4246,ayuamigo,15级,阿提卡,爱奥尼亚,希腊,几个,极少,极少
4247,毛熊,1级,京兆郡,关中,华夏,5,0,0
4248,圣光海贼,2级,京兆郡,关中,华夏,2,0,0
4249,幸福的屁,3级,京兆郡,关中,华夏,11,0,0
4250,aasd,4级,京兆郡,关中,华夏,13,1,0
4251,dawuhuniuzu,2级,罗马,罗马,拉丁,几个,极少,极少
4252,归尘,13级,京兆郡,关中,华夏,143,301,0
4253,大象大象大,1级,京兆郡,关中,华夏,0,0,0
4254,小琳,1级,罗马,罗马,拉丁,极少,极少,极少
4255,Zhaoht2,11级,京兆郡,关中,华夏,27,24,0
4256,呆呆的土龙,28级,亚历山大,托勒密,希腊,几千,几百,几十
4257,槿年,1级,河南郡,中原,华夏,极少,极少,极少
4258,阿土伯,3级,京兆郡,关中,华夏,16,1,0
4259,XMAN,7级,罗马,罗马,拉丁,几十,几十,极少
4260,zql181zql,1级,河南郡,中原,华夏,极少,极少,极少
4261,猴急ing,11级,罗马,罗马,拉丁,几十,几十,几个
4262,lijt2,12级,京兆郡,关中,华夏,45,25,0
4263,曾经的浪漫,1级,罗马,罗马,拉丁,极少,极少,极少
4264,刺草之臣,12级,罗马,罗马,拉丁,几百,几十,几个
4265,梅雨之别,13级,京兆郡,关中,华夏,45,11,1
4266,商辰,1级,阿提卡,爱奥尼亚,希腊,极少,极少,极少
4267,卧槽啊尼玛,1级,京兆郡,关中,华夏,0,0,0
4268,我很讨厌老七,2级,京兆郡,关中,华夏,5,2,0
4269,camael,4级,河南郡,中原,华夏,几个,极少,极少
4270,司马与三分,24级,京兆郡,关中,华夏,157,391,0
4271,林泽,4级,京兆郡,关中,华夏,5,5,0
4272,计算错误,7级,京兆郡,关中,华夏,44,60,1
4273,tjg,15级,罗马,罗马,拉丁,几十,几个,几个
4274,月歌,8级,京兆郡,关中,华夏,98,67,1
4275,淡泊者明志,2级,京兆郡,关中,华夏,7,2,0
4276,o随风浮云o,6级,罗马,罗马,拉丁,几十,几十,极少
4277,王啪啪,1级,京兆郡,关中,华夏,2,0,0
4278,soubibibi,2级,京兆郡,关中,华夏,2,0,0
4279,L酱,9级,亚历山大,托勒密,希腊,几十,几个,极少
4280,丹妮莉丝,16级,罗马,罗马,拉丁,几十,几个,极少
4281,刘扬,1级,罗马,罗马,拉丁,极少,极少,极少
4282,鸡毛,1级,京兆郡,关中,华夏,0,0,0
4283,生活大爆炸,1级,河南郡,中原,华夏,极少,极少,极少
4284,小P,11级,京兆郡,关中,华夏,20,13,0
4285,Marlboro,1级,罗马,罗马,拉丁,极少,极少,极少
4286,西庇阿,7级,罗马,罗马,拉丁,几十,几个,极少
4287,陆仁甲,1级,罗马,罗马,拉丁,极少,极少,极少
4288,妖刀木正,20级,罗马,罗马,拉丁,几百,几十,几十
4289,卧室先生,3级,河南郡,中原,华夏,几十,几个,极少
4290,时间开始之地,6级,京兆郡,关中,华夏,几十,几十,极少
4291,烟雨新晴,19级,京兆郡,关中,华夏,135,37,0
4292,飞翔的搓衣板,4级,河南郡,中原,华夏,几十,几个,极少
4293,城西阿莫,11级,京兆郡,关中,华夏,80,40,4
4294,阿江的猫,18级,亚历山大,托勒密,希腊,几百,几十,极少
4295,doublemint,11级,亚历山大,托勒密,希腊,几百,几十,几个
4296,兵庫北,8级,河南郡,中原,华夏,几十,几个,极少
4297,流年,1级,京兆郡,关中,华夏,0,0,0
4298,eleonora,7级,京兆郡,关中,华夏,4,0,0
4299,诚,3级,京兆郡,关中,华夏,11,8,0
4300,无谓不争,24级,京兆郡,关中,华夏,835,371,60
4301,ArayaSouren,1级,亚历山大,托勒密,希腊,极少,极少,极少
4302,农民,8级,河南郡,中原,华夏,32,9,0
4303,安東尼,1级,罗马,罗马,拉丁,极少,极少,极少
4304,是骡是马,13级,罗马,罗马,拉丁,几十,几十,几个
4305,福瑞斯特-杜,1级,罗马,罗马,拉丁,极少,极少,极少
4306,胡乱一笔,2级,河南郡,中原,华夏,几个,极少,极少
4307,单听东风,20级,罗马,罗马,拉丁,几百,几十,几个
4308,虎太郎,2级,京兆郡,关中,华夏,16,0,0
4309,思宇,1级,京兆郡,关中,华夏,1,0,0
4310,姜饼星,10级,罗马,罗马,拉丁,几十,几十,几个
4311,张崇蟲,4级,京兆郡,关中,华夏,15,9,0
4312,zhou1234,13级,亚历山大,托勒密,希腊,几个,极少,极少
4313,两翼,15级,京兆郡,关中,华夏,47,6,0
4314,marblezls,2级,京兆郡,关中,华夏,14,2,0
4315,边流,1级,京兆郡,关中,华夏,8,0,0
4316,你拍一,1级,河南郡,中原,华夏,极少,极少,极少
4317,林路,1级,罗马,罗马,拉丁,极少,极少,极少
4318,Kayiet,9级,河南郡,中原,华夏,几十,几十,极少
4319,staxbe,18级,京兆郡,关中,华夏,159,30,0
4320,思念薄荷,2级,京兆郡,关中,华夏,1,0,0
4321,DarkJoker,1级,京兆郡,关中,华夏,0,0,0
4322,xkiller007,1级,罗马,罗马,拉丁,极少,极少,极少
4323,年年年年,1级,京兆郡,关中,华夏,0,0,0
4324,韩冈,1级,京兆郡,关中,华夏,1,0,0
4325,太极拳,23级,京兆郡,关中,华夏,258,23,16
4326,尤牧悠,1级,京兆郡,关中,华夏,5,1,0
4327,巴斯石油,1级,京兆郡,关中,华夏,0,0,0
4328,Eric_Frost,16级,罗马,罗马,拉丁,几百,几十,几个
4329,不道,24级,京兆郡,关中,华夏,156,93,1
4330,qwerzxcv,1级,京兆郡,关中,华夏,0,0,0
4331,wayne1223,1级,京兆郡,关中,华夏,1,0,0
4332,rockyle,1级,罗马,罗马,拉丁,极少,极少,极少
4333,迷失自我,4级,河南郡,中原,华夏,极少,极少,极少
4334,用力点吧,13级,亚历山大,托勒密,希腊,几百,几十,几十
4335,豌豆,1级,亚历山大,托勒密,希腊,几个,极少,极少
4336,rockylala,1级,亚历山大,托勒密,希腊,极少,极少,极少
4337,夏夜听蝉,3级,亚历山大,托勒密,希腊,几个,极少,极少
4338,wuxinzaiai,1级,亚历山大,托勒密,希腊,极少,极少,极少
4339,荒野美少妇,1级,亚历山大,托勒密,希腊,极少,极少,极少
4340,犬神牙,9级,亚历山大,托勒密,希腊,几十,几个,极少
4341,小馒头,4级,河南郡,中原,华夏,几十,几个,极少
4342,huangkina,1级,亚历山大,托勒密,希腊,几个,极少,极少
4343,davidz,1级,亚历山大,托勒密,希腊,极少,极少,极少
4344,撸管大赛冠军,1级,亚历山大,托勒密,希腊,几个,极少,极少
4345,馊逼,15级,罗马,罗马,拉丁,几十,几个,几个
4346,和平委员会,5级,京兆郡,关中,华夏,27,9,3
4347,林宇昂,5级,河南郡,中原,华夏,几十,几个,极少
4348,奶酥,1级,罗马,罗马,拉丁,几个,极少,极少
4349,煤球,1级,亚历山大,托勒密,希腊,极少,极少,极少
4350,宅猫Q,3级,京兆郡,关中,华夏,5,4,0
4351,link132,1级,亚历山大,托勒密,希腊,极少,极少,极少
4352,放飞天涯,2级,京兆郡,关中,华夏,0,1,0
4353,磊神驾到,9级,京兆郡,关中,华夏,63,39,1
4354,勉强幸福OL,1级,京兆郡,关中,华夏,1,0,0
4355,niceboy,2级,河南郡,中原,华夏,几个,极少,极少
4356,zeroalex,13级,罗马,罗马,拉丁,几十,几十,极少
4357,姜维,3级,京兆郡,关中,华夏,7,3,0
4358,小伙伴们,3级,京兆郡,关中,华夏,14,1,0
4359,Mr______Li,3级,京兆郡,关中,华夏,4,5,0
4360,轻歌微醉,1级,罗马,罗马,拉丁,极少,极少,极少
4361,brentbray,6级,京兆郡,关中,华夏,12,10,1
4362,晨星,23级,京兆郡,关中,华夏,303,87,7
4363,哈基姆,1级,亚历山大,托勒密,希腊,几个,极少,极少
4364,Lonelyness,2级,亚历山大,托勒密,希腊,几个,极少,极少
4365,mumu,3级,京兆郡,关中,华夏,1,0,0
4366,熙海,1级,京兆郡,关中,华夏,0,0,0
4367,shakefeng,17级,罗马,罗马,拉丁,几百,几十,几个
4368,大洋上的海狼,21级,京兆郡,关中,华夏,409,432,2
4369,borjiginaru,1级,京兆郡,关中,华夏,0,0,0
4370,完美V,1级,京兆郡,关中,华夏,1,0,0
4371,weesunny,1级,罗马,罗马,拉丁,极少,极少,极少
4372,魔音天目鬼,2级,罗马,罗马,拉丁,几个,几个,极少
4373,lfcxylwj,3级,京兆郡,关中,华夏,27,6,0
4374,魑魅魍魉,1级,京兆郡,关中,华夏,1,1,0
4375,石中山,8级,京兆郡,关中,华夏,81,29,3
4376,喷水的水表,4级,罗马,罗马,拉丁,几十,几个,极少
4377,JohnF,2级,亚历山大,托勒密,希腊,几个,极少,极少
4378,Gavin.rar,15级,河南郡,中原,华夏,几十,几个,极少
4379,落雪de飘零,18级,蜀郡,巴蜀,华夏,几十,几十,几个
4380,工科生,1级,罗马,罗马,拉丁,几个,极少,极少
4381,10n0,2级,亚历山大,托勒密,希腊,几个,极少,极少
4382,JKrPC,3级,罗马,罗马,拉丁,几个,极少,极少
4383,xzyjoseph,2级,河南郡,中原,华夏,几个,极少,极少
4384,奔跑的蓝,5级,亚历山大,托勒密,希腊,几十,几个,极少
4385,GuQingzhe,11级,罗马,罗马,拉丁,几十,几十,极少
4386,蠢白,9级,亚历山大,托勒密,希腊,几十,几十,极少
4387,myzome1233,2级,亚历山大,托勒密,希腊,几个,极少,极少
4388,saintbradeol,6级,亚历山大,托勒密,希腊,几个,极少,极少
4389,GentleCat,18级,亚历山大,托勒密,希腊,几百,几十,极少
4390,wyj1984wyj,1级,亚历山大,托勒密,希腊,几个,极少,极少
4391,Pentax,15级,罗马,罗马,拉丁,几十,几个,极少
4392,妖怪妖怪,1级,亚历山大,托勒密,希腊,极少,极少,极少
4393,MINAMIKE,2级,亚历山大,托勒密,希腊,极少,极少,极少
4394,水仙面,1级,河南郡,中原,华夏,极少,极少,极少
4395,anuo11,1级,河南郡,中原,华夏,几个,极少,极少
4396,gyflyfish123,1级,河南郡,中原,华夏,极少,极少,极少
4397,维纳牧师,2级,河南郡,中原,华夏,几十,极少,极少
4398,Lajer,12级,亚历山大,托勒密,希腊,几十,几个,几个
4399,锄头大帝,4级,亚历山大,托勒密,希腊,几十,几个,极少
4400,Firaxis,4级,河南郡,中原,华夏,几个,几个,极少
4401,AZEL,1级,河南郡,中原,华夏,几个,极少,极少
4402,一叶知秋,4级,河南郡,中原,华夏,几十,几个,极少
4403,ttwings,3级,河南郡,中原,华夏,几个,极少,极少
4404,CallmeLc,2级,亚历山大,托勒密,希腊,几个,极少,极少
4405,威尔勒,2级,河南郡,中原,华夏,几个,极少,极少
4406,凤卧龙栖,1级,亚历山大,托勒密,希腊,极少,极少,极少
4407,tc2002114,5级,亚历山大,托勒密,希腊,几个,几个,极少
4408,yeungho1128,3级,河南郡,中原,华夏,几个,几个,极少
4409,Klaro,2级,罗马,罗马,拉丁,极少,极少,极少
4410,晴空灼眼,13级,京兆郡,关中,华夏,169,38,2
4411,Asphel,2级,京兆郡,关中,华夏,24,5,1
4412,此刻小帅,12级,蜀郡,巴蜀,华夏,几十,几十,极少
4413,根号三,1级,京兆郡,关中,华夏,6,0,0
4414,猫出没注意,1级,罗马,罗马,拉丁,极少,极少,极少
4415,yeungho1996,2级,京兆郡,关中,华夏,14,3,0
4416,Grace,6级,河南郡,中原,华夏,几十,几十,极少
4417,Hugozwz,14级,河南郡,中原,华夏,几十,几个,极少
4418,wdlth,8级,京兆郡,关中,华夏,59,13,1
4419,233ddh,9级,京兆郡,关中,华夏,148,62,5
4420,小拖鞋,2级,京兆郡,关中,华夏,19,3,0
4421,SISKON,1级,京兆郡,关中,华夏,0,0,0
4422,小巫仙,5级,河南郡,中原,华夏,几十,几个,极少
4423,风中遨游,1级,京兆郡,关中,华夏,3,1,0
4424,原住民,1级,京兆郡,关中,华夏,1,0,0
4425,Aboulemint,3级,罗马,罗马,拉丁,几十,极少,极少
4426,大魔,3级,京兆郡,关中,华夏,4,2,0
4427,GunDamAge,6级,河南郡,中原,华夏,几十,几十,极少
4428,水无月流歌,20级,罗马,罗马,拉丁,几十,几十,几个
4429,Everlmore,2级,罗马,罗马,拉丁,几十,极少,极少
4430,西瓜豆腐,1级,京兆郡,关中,华夏,0,0,0
4431,郭敬明大魔王,6级,河南郡,中原,华夏,几个,极少,极少
4432,卡拉的妙鲜包,3级,河南郡,中原,华夏,几十,几个,极少
4433,大笨熊,1级,京兆郡,关中,华夏,0,0,0
4434,dreamhikari,12级,京兆郡,关中,华夏,242,122,3
4435,甲骨文,7级,京兆郡,关中,华夏,26,6,0
4436,抠脚的汉子,1级,京兆郡,关中,华夏,0,0,0
4437,小小土豆,3级,河南郡,中原,华夏,几十,几个,极少
4438,程序猿,2级,河南郡,中原,华夏,几十,极少,极少
4439,山毛榉の忆,15级,罗马,罗马,拉丁,几百,几十,几个
4440,榎木,16级,河南郡,中原,华夏,几十,几个,极少
4441,阿瓦罗萨,6级,河南郡,中原,华夏,几十,几个,极少
4442,VincentNI,2级,河南郡,中原,华夏,几十,几个,极少
4443,heing,4级,河南郡,中原,华夏,几十,几个,极少
4444,Thinker,5级,京兆郡,关中,华夏,31,26,0
4445,猫爪子,1级,河南郡,中原,华夏,极少,极少,极少
4446,liazhang,2级,京兆郡,关中,华夏,5,1,0
4447,进军Berlin,2级,河南郡,中原,华夏,几个,极少,极少
4448,维吉莉安长须,13级,罗马,罗马,拉丁,几十,几个,几个
4449,永恒的720,6级,京兆郡,关中,华夏,65,34,0
4450,来溜溜,15级,河南郡,中原,华夏,几十,几个,极少
4451,happyboy,9级,京兆郡,关中,华夏,33,7,0
4452,点点点再点,9级,京兆郡,关中,华夏,66,33,0
4453,JackSully,14级,阿提卡,爱奥尼亚,希腊,几十,几十,几个
4454,桃园居士,2级,河南郡,中原,华夏,几个,几个,极少
4455,背影,5级,河南郡,中原,华夏,几十,几十,极少
4456,老龙,4级,京兆郡,关中,华夏,14,5,0
4457,最高通缉,14级,罗马,罗马,拉丁,几十,几个,极少
4458,缨骆,6级,河南郡,中原,华夏,几个,极少,极少
4459,beau81cy,2级,罗马,罗马,拉丁,几十,几个,极少
4460,Seikosha,11级,京兆郡,关中,华夏,56,12,2
4461,zjwqaz,1级,罗马,罗马,拉丁,几个,几个,极少
4462,往生惘逝,1级,京兆郡,关中,华夏,0,0,0
4463,沙琪玛,1级,河南郡,中原,华夏,几个,极少,极少
4464,梦中的梦。,2级,京兆郡,关中,华夏,1,1,0
4465,忙德,4级,阿提卡,爱奥尼亚,希腊,几个,极少,极少
4466,我邪故我在,19级,阿提卡,爱奥尼亚,希腊,几百,几百,几个
4467,小_普,15级,蜀郡,巴蜀,华夏,几百,几百,几个
4468,鬼谋,23级,罗马,罗马,拉丁,1976,123,182
4469,半柳先生,4级,京兆郡,关中,华夏,21,3,0
4470,韩包子,1级,京兆郡,关中,华夏,1,0,0
4471,迈克,1级,河南郡,中原,华夏,极少,极少,极少
4472,a1q2sw3,5级,京兆郡,关中,华夏,10,7,0
4473,Athanagild,5级,阿提卡,爱奥尼亚,希腊,几十,几十,极少
4474,忠辅,18级,京兆郡,关中,华夏,116,69,1
4475,MKWL,1级,罗马,罗马,拉丁,极少,极少,极少
4476,自在闲人,1级,京兆郡,关中,华夏,0,0,0
4477,肚子有点疼丶,12级,阿提卡,爱奥尼亚,希腊,几十,几十,几个
4478,巧克力烙饼,4级,京兆郡,关中,华夏,2,0,0
4479,金牛座的吃货,22级,京兆郡,关中,华夏,196,346,4
4480,淡蓝色的海,2级,阿提卡,爱奥尼亚,希腊,几个,几个,极少
4481,Joeee,2级,京兆郡,关中,华夏,5,3,0
4482,苍墨,16级,京兆郡,关中,华夏,351,209,8
4483,王九日的烦恼,1级,阿提卡,爱奥尼亚,希腊,极少,极少,极少
4484,兰羽,5级,京兆郡,关中,华夏,32,11,0
4485,夏天,1级,京兆郡,关中,华夏,0,0,0
4486,Dev1Ls,12级,阿提卡,爱奥尼亚,希腊,几十,几个,极少
4487,Isee,3级,阿提卡,爱奥尼亚,希腊,几个,极少,几个
4488,王九日的挽歌,15级,阿提卡,爱奥尼亚,希腊,几十,极少,极少
4489,14世纪,7级,京兆郡,关中,华夏,68,42,1
4490,Adiy,1级,罗马,罗马,拉丁,极少,极少,极少
4491,羽川翼,1级,京兆郡,关中,华夏,6,1,0
4492,zalry123,10级,阿提卡,爱奥尼亚,希腊,几十,几十,极少
4493,哈比蛋,6级,京兆郡,关中,华夏,25,7,0
4494,英雄,3级,阿提卡,爱奥尼亚,希腊,极少,极少,极少
4495,林易水,4级,阿提卡,爱奥尼亚,希腊,几十,几个,极少
4496,SB110,1级,京兆郡,关中,华夏,2,0,0
4497,灰色,1级,京兆郡,关中,华夏,5,0,0
4498,12kenps,3级,京兆郡,关中,华夏,47,3,0
4499,寻找妞偷人,1级,阿提卡,爱奥尼亚,希腊,几个,极少,极少
4500,shachuochuo,9级,阿提卡,爱奥尼亚,希腊,几十,几个,极少
4501,白米饭,21级,蜀郡,巴蜀,华夏,几百,几百,几十
4502,夏楠,21级,阿提卡,爱奥尼亚,希腊,几百,几百,极少
4503,传说的旱鸭子,6级,阿提卡,爱奥尼亚,希腊,几个,极少,极少
4504,神行客,1级,京兆郡,关中,华夏,1,0,0
4505,boboggqueen,15级,阿提卡,爱奥尼亚,希腊,几十,几个,极少
4506,阿拉丁神猫,3级,阿提卡,爱奥尼亚,希腊,极少,极少,极少
4507,蛋疼的打酱油,2级,河南郡,中原,华夏,几个,极少,极少
4508,★天绝?伤★,1级,罗马,罗马,拉丁,几个,极少,极少
4509,hentai,5级,京兆郡,关中,华夏,16,6,0
4510,烟悦嬅,13级,京兆郡,关中,华夏,88,9,5
4511,安德鲁,3级,阿提卡,爱奥尼亚,希腊,几个,几个,极少
4512,落尘若舞,5级,阿提卡,爱奥尼亚,希腊,几个,几个,极少
4513,Dism,3级,阿提卡,爱奥尼亚,希腊,几个,几个,极少
4514,女真人,1级,京兆郡,关中,华夏,0,0,0
4515,叫我华哥就好,11级,亚历山大,托勒密,希腊,几十,几个,极少
4516,长夜漫漫,8级,京兆郡,关中,华夏,90,66,1
4517,薄荷蘑菇汤,3级,亚历山大,托勒密,希腊,几个,极少,极少
4518,月魂影歌,20级,南郡,荆襄,华夏,482,668,15
4519,一颗电子,10级,亚历山大,托勒密,希腊,几十,极少,极少
4520,一念虚妄,2级,京兆郡,关中,华夏,17,1,1
4521,diaosi,7级,亚历山大,托勒密,希腊,几十,几个,极少
4522,最上鹿乃,1级,罗马,罗马,拉丁,极少,极少,极少
4523,喜闻乐见,6级,亚历山大,托勒密,希腊,几十,几个,极少
4524,杀伐,5级,亚历山大,托勒密,希腊,极少,极少,极少
4525,Dawn珊瑚,2级,罗马,罗马,拉丁,几个,极少,极少
4526,了姐姐,6级,亚历山大,托勒密,希腊,几十,几个,极少
4527,素锦华年,8级,蜀郡,巴蜀,华夏,几十,几个,极少
4528,anna2013,2级,亚历山大,托勒密,希腊,几个,几个,极少
4529,daze,14级,罗马,罗马,拉丁,几十,几十,极少
4530,滢kid,4级,河南郡,中原,华夏,几个,几个,极少
4531,joyapple,1级,京兆郡,关中,华夏,0,0,0
4532,弹幕开花宣言,1级,罗马,罗马,拉丁,极少,极少,极少
4533,沧源一角,1级,京兆郡,关中,华夏,0,0,0
4534,杀日,15级,阿提卡,爱奥尼亚,希腊,几十,几十,几个
4535,陈澎湃,9级,亚历山大,托勒密,希腊,几十,几个,极少
4536,vicken,16级,阿提卡,爱奥尼亚,希腊,几十,几十,极少
4537,annie夏,3级,河南郡,中原,华夏,几个,极少,极少
4538,杨小过可爱多,7级,阿提卡,爱奥尼亚,希腊,几十,几个,几个
4539,BeenNOT,16级,阿提卡,爱奥尼亚,希腊,几十,几个,几个
4540,可爱即正义,24级,京兆郡,关中,华夏,183,21,0
4541,无敌小鞭,2级,河南郡,中原,华夏,几十,几个,极少
4542,Temy,1级,罗马,罗马,拉丁,极少,极少,极少
4543,VioletBlood,10级,阿提卡,爱奥尼亚,希腊,几十,几个,极少
4544,ZZF,13级,罗马,罗马,拉丁,几十,几十,极少
4545,草草,12级,京兆郡,关中,华夏,156,53,6
4546,Timer,1级,阿提卡,爱奥尼亚,希腊,几个,几个,极少
4547,KalVasPor,17级,阿提卡,爱奥尼亚,希腊,几百,几十,几个
4548,四海季风,7级,阿提卡,爱奥尼亚,希腊,几十,几个,极少
4549,吉人,1级,阿提卡,爱奥尼亚,希腊,几个,极少,极少
4550,不会游泳的鸟,5级,亚历山大,托勒密,希腊,几个,几个,极少
4551,R.P.G,14级,罗马,罗马,拉丁,几十,几个,极少
4552,石川石门卫,9级,亚历山大,托勒密,希腊,几十,几十,极少
4553,怒火天尊,3级,河南郡,中原,华夏,极少,极少,极少
4554,celetraion,7级,京兆郡,关中,华夏,40,45,3
4555,丘比42504,8级,河南郡,中原,华夏,几十,几十,几个
4556,二小姐的威严,2级,京兆郡,关中,华夏,16,2,0
4557,v2,1级,罗马,罗马,拉丁,极少,极少,极少
4558,統,23级,京兆郡,关中,华夏,276,41,5
4559,非心,5级,蜀郡,巴蜀,华夏,几个,几十,极少
4560,troy0614,18级,阿提卡,爱奥尼亚,希腊,几十,几十,极少
4561,stevezlh,19级,罗马,罗马,拉丁,几百,几百,几个
4562,忘,8级,京兆郡,关中,华夏,69,83,2
4563,嗯丶是花卷啊,5级,京兆郡,关中,华夏,24,4,0
4564,恩丶是馒头啊,2级,京兆郡,关中,华夏,6,2,0
4565,风之侠少,2级,罗马,罗马,拉丁,几个,极少,极少
4566,Ether_Vapor,18级,阿提卡,爱奥尼亚,希腊,几十,几十,极少
4567,老坛酸菜,1级,京兆郡,关中,华夏,1,0,0
4568,Kellindel,15级,亚历山大,托勒密,希腊,368,95,11
4569,hemmer1,1级,京兆郡,关中,华夏,0,0,0
4570,哥尔摩牧师,2级,亚历山大,托勒密,希腊,几十,极少,极少
4571,yine995,6级,京兆郡,关中,华夏,9,27,0
4572,小宝女王大人,5级,京兆郡,关中,华夏,36,11,1
4573,黎叔,11级,亚历山大,托勒密,希腊,几十,几十,极少
4574,老李,12级,河南郡,中原,华夏,几十,几十,极少
4575,poundpan,5级,京兆郡,关中,华夏,45,26,1
4576,特强三鞭丸,1级,京兆郡,关中,华夏,2,0,0
4577,哲学的奔跑,12级,亚历山大,托勒密,希腊,几百,几十,几个
4578,南川,3级,京兆郡,关中,华夏,15,5,0
4579,弘裔冥,8级,蜀郡,巴蜀,华夏,几十,几十,极少
4580,bababanana,6级,亚历山大,托勒密,希腊,几十,几个,极少
4581,梅波迪司事,2级,亚历山大,托勒密,希腊,几个,极少,极少
4582,米爆,12级,罗马,罗马,拉丁,几百,几十,极少
4583,一念,9级,蜀郡,巴蜀,华夏,几十,几十,几个
4584,尤里乌斯44,6级,河南郡,中原,华夏,几十,几个,极少
4585,无邪时候,3级,阿提卡,爱奥尼亚,希腊,几个,极少,极少
4586,李科佳,2级,京兆郡,关中,华夏,1,0,0
4587,菜鸟,10级,京兆郡,关中,华夏,284,192,4
4588,阿基里斯,5级,亚历山大,托勒密,希腊,几十,几个,极少
4589,妮可,27级,河南郡,中原,华夏,几百,几千,几十
4590,狭斯丕尔,4级,京兆郡,关中,华夏,2,0,0
4591,LDSPDV,1级,京兆郡,关中,华夏,2,0,0
4592,kkqw,2级,河南郡,中原,华夏,几个,几个,极少
4593,潘基洛夫,1级,京兆郡,关中,华夏,0,0,0
4594,紐崔萊丶,2级,河南郡,中原,华夏,几个,几个,极少
4595,赞美诗,9级,亚历山大,托勒密,希腊,几十,几十,几个
4596,hellooopp,11级,京兆郡,关中,华夏,63,186,0
4597,水顶顶,17级,蜀郡,巴蜀,华夏,2706,90,38
4598,哟哟风筝,2级,京兆郡,关中,华夏,16,1,0
4599,狐死首丘,1级,京兆郡,关中,华夏,2,0,0
4600,树水,7级,京兆郡,关中,华夏,34,14,0
4601,海王星要塞,1级,京兆郡,关中,华夏,3,0,0
4602,gaoda,14级,河南郡,中原,华夏,几十,几个,极少
4603,最後人類,1级,亚历山大,托勒密,希腊,极少,极少,极少
4604,很不是人,1级,京兆郡,关中,华夏,1,0,0
4605,sunoooo,1级,罗马,罗马,拉丁,几个,极少,极少
4606,若明年,1级,京兆郡,关中,华夏,1,0,0
4607,胡圣明,7级,京兆郡,关中,华夏,48,40,0
4608,水中的树,1级,京兆郡,关中,华夏,2,0,0
4609,兔爷,2级,罗马,罗马,拉丁,极少,极少,极少
4610,Destin.T,14级,亚历山大,托勒密,希腊,几十,几十,几个
4611,Vika,7级,亚历山大,托勒密,希腊,几个,几个,极少
4612,药师菩提,4级,京兆郡,关中,华夏,17,6,0
4613,毛毛殿下,1级,京兆郡,关中,华夏,0,0,0
4614,蓬莱人形,1级,京兆郡,关中,华夏,0,0,0
4615,无敌大巫,1级,京兆郡,关中,华夏,0,0,0
4616,figial,1级,亚历山大,托勒密,希腊,极少,极少,极少
4617,ghostlxz,4级,阿提卡,爱奥尼亚,希腊,几十,几个,极少
4618,aoyi剑,2级,阿提卡,爱奥尼亚,希腊,几个,极少,极少
4619,真空内爆蛋,1级,京兆郡,关中,华夏,1,0,0
4620,尼古拉斯,8级,罗马,罗马,拉丁,几十,几十,几个
4621,煜先生丶,6级,京兆郡,关中,华夏,26,17,0
4622,月明星稀,2级,京兆郡,关中,华夏,8,2,0
4623,火焰尘埃,3级,京兆郡,关中,华夏,20,5,0
4624,王姬何人,1级,河南郡,中原,华夏,极少,极少,极少
4625,神精大侠,1级,京兆郡,关中,华夏,1,0,0
4626,三月惊蛰,29级,京兆郡,关中,华夏,573,8848,1
4627,areina,24级,京兆郡,关中,华夏,210,1052,0
4628,ataraxian,19级,亚历山大,托勒密,希腊,几百,几十,几个
4629,图样图森破,8级,亚历山大,托勒密,希腊,几十,几个,极少
4630,很奇怪的石头,1级,罗马,罗马,拉丁,极少,极少,极少
4631,真奇怪真奇怪,11级,京兆郡,关中,华夏,34,9,0
4632,雪殇,6级,京兆郡,关中,华夏,8,61,0
4633,灭之天锁,2级,京兆郡,关中,华夏,8,0,0
4634,如若,16级,河南郡,中原,华夏,几十,几个,极少
4635,鱼香肉丝,7级,河南郡,中原,华夏,几个,几个,极少
4636,祥子Shawn,6级,阿提卡,爱奥尼亚,希腊,几十,几个,极少
